ISSN,DOI,authors,year,title,journal,URL,citations,impact_factor_rank,category,year_for_citations_by_year,citations_per_year,more_than_20_citations_per_year,more_than_25_citations_per_year,more_than_30_citations_per_year
0747-5632,10.1016/j.chb.2020.106627,Shumanov; Johnson,2021,Making conversations with chatbots more personalized,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2020.106627,166,12,"PSYCHOLOGY, EXPERIMENTAL",2021,41.5,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-020-0851-8,Ludyga; Gerber; Pühse; Looser; Kamijo,2020,Systematic review and meta-analysis investigating moderators of long-term effects of exercise on cognition in healthy individuals,Nature Human Behaviour,https://doi.org/10.1038/s41562-020-0851-8,280,1,"PSYCHOLOGY, EXPERIMENTAL",2020,56,TRUE,TRUE,TRUE
0022-3506,10.1111/jopy.12591,Jayawickreme; Infurna; Alajak; Blackie; Chopik; Chung; Dorfman; Fleeson; Forgeard; Frazier; Furr; Grossmann; Heller; Laceulle; Lucas; Luhmann; Luong; Meijer; McLean; Park; Roepke; al Sawaf; Tennen; White; Zonneveld,2021,"Post‐traumatic growth as positive personality change: Challenges, opportunities, and recommendations",Journal of Personality,https://doi.org/10.1111/jopy.12591,154,136,"PSYCHOLOGY, SOCIAL",2021,38.5,TRUE,TRUE,TRUE
1362-3613,10.1177/1362361320919286,Crompton; Ropar; Evans-Williams; Flynn; Fletcher-Watson,2020,Autistic peer-to-peer information transfer is highly effective,Autism,https://doi.org/10.1177/1362361320919286,237,37,"PSYCHOLOGY, DEVELOPMENTAL",2020,47.4,TRUE,TRUE,TRUE
1939-1315,10.1037/pspp0000341,Costello; Bowes; Stevens; Waldman; Tasimi; Lilienfeld,2022,Clarifying the structure and nature of left-wing authoritarianism.,Journal of Personality and Social Psychology,https://doi.org/10.1037/pspp0000341,125,20,"PSYCHOLOGY, SOCIAL",2022,41.67,TRUE,TRUE,TRUE
2214-7829,10.1016/j.invent.2022.100500,van Kessel; Wong; Clemens; Brand,2022,Digital health literacy as a super determinant of health: More than simply the sum of its parts,Internet Interventions,https://doi.org/10.1016/j.invent.2022.100500,113,102,"PSYCHOLOGY, CLINICAL",2022,37.67,TRUE,TRUE,TRUE
2152-2715,10.1089/cyber.2018.0110,Liu; Sundar,2018,Should Machines Express Sympathy and Empathy? Experiments with a Health Advice Chatbot,"Cyberpsychology, Behavior, and Social Networking",https://doi.org/10.1089/cyber.2018.0110,247,65,"PSYCHOLOGY, SOCIAL",2018,35.29,TRUE,TRUE,TRUE
0267-8373,10.1080/02678373.2021.1936287,Shifrin; Michel,2022,Flexible work arrangements and employee health: A meta-analytic review,Work &amp; Stress,https://doi.org/10.1080/02678373.2021.1936287,104,29,"PSYCHOLOGY, APPLIED",2022,34.67,TRUE,TRUE,TRUE
1662-5161,10.3389/fnhum.2015.00386,Wang; Wang; Xia; Liao; Evans; He,2015,GRETNA: a graph theoretical network analysis toolbox for imaging connectomics,Frontiers in Human Neuroscience,https://doi.org/10.3389/fnhum.2015.00386,407,282,PSYCHOLOGY,2015,40.7,TRUE,TRUE,TRUE
1557-1874,10.1007/s11469-018-9940-6,Kircaburun; Alhabash; Tosuntaş; Griffiths,2020,"Uses and Gratifications of Problematic Social Media Use Among University Students: a Simultaneous Examination of the Big Five of Personality Traits, Social Media Platforms, and Social Media Use Motives",International Journal of Mental Health and Addiction,https://doi.org/10.1007/s11469-018-9940-6,286,131,"PSYCHOLOGY, CLINICAL",2020,57.2,TRUE,TRUE,TRUE
1057-7408,10.1016/j.jcps.2014.06.003,Meyers‐Levy; Loken,2015,Revisiting gender differences: What we know and what lies ahead,Journal of Consumer Psychology,https://doi.org/10.1016/j.jcps.2014.06.003,348,73,"PSYCHOLOGY, APPLIED",2015,34.8,TRUE,TRUE,TRUE
0013-9165,10.1177/0013916515578485,Huang; Lindell; Prater,2016,Who Leaves and Who Stays? A Review and Statistical Meta-Analysis of Hurricane Evacuation Studies,Environment and Behavior,https://doi.org/10.1177/0013916515578485,303,38,"PSYCHOLOGY, MULTIDISCIPLINARY",2016,33.67,TRUE,TRUE,TRUE
1534-7796,10.1097/psy.0000000000000871,Pieh; Budimir; Delgadillo; Barkham; Fontaine; Probst,2021,Mental Health During COVID-19 Lockdown in the United Kingdom,Psychosomatic Medicine,https://doi.org/10.1097/psy.0000000000000871,169,183,PSYCHOLOGY,2021,42.25,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2015.07.058,Roberts; David,2016,My life has become a major distraction from my cell phone: Partner phubbing and relationship satisfaction among romantic partners,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2015.07.058,476,12,"PSYCHOLOGY, EXPERIMENTAL",2016,52.89,TRUE,TRUE,TRUE
1939-1854,10.1037/apl0000241,Lacerenza; Reyes; Marlow; Joseph; Salas,2017,"Leadership training design, delivery, and implementation: A meta-analysis.",Journal of Applied Psychology,https://doi.org/10.1037/apl0000241,311,7,"PSYCHOLOGY, APPLIED",2017,38.88,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2017.11.035,Cao; Sun,2018,Exploring the effect of overload on the discontinuous intention of social media users: An S-O-R perspective,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2017.11.035,283,12,"PSYCHOLOGY, EXPERIMENTAL",2018,40.43,TRUE,TRUE,TRUE
0954-5794,10.1017/s0954579420000887,Ellis; Abrams; Masten; Sternberg; Tottenham; Frankenhuis,2022,Hidden talents in harsh environments,Development and Psychopathology,https://doi.org/10.1017/s0954579420000887,107,144,"PSYCHOLOGY, DEVELOPMENTAL",2022,35.67,TRUE,TRUE,TRUE
0018-7208,10.1177/0018720814547570,Hoff; Bashir,2015,Trust in Automation,Human Factors: The Journal of the Human Factors and Ergonomics Society,https://doi.org/10.1177/0018720814547570,1516,186,PSYCHOLOGY,2015,151.6,TRUE,TRUE,TRUE
0145-2134,10.1016/j.chiabu.2017.07.016,Finkelhor,2018,Screening for adverse childhood experiences (ACEs): Cautions and suggestions,Child Abuse &amp; Neglect,https://doi.org/10.1016/j.chiabu.2017.07.016,350,110,"PSYCHOLOGY, SOCIAL",2018,50,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2021.107047,Barreda-Ángeles; Hartmann,2022,Psychological benefits of using social virtual reality platforms during the covid-19 pandemic: The role of social and spatial presence,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2021.107047,103,12,"PSYCHOLOGY, EXPERIMENTAL",2022,34.33,TRUE,TRUE,TRUE
0149-2063,10.1177/0149206320916755,Chen; Richter; Patel,2021,Decentralized Governance of Digital Platforms,Journal of Management,https://doi.org/10.1177/0149206320916755,125,9,"PSYCHOLOGY, APPLIED",2021,31.25,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2022.107468,Celik,2023,Towards Intelligent-TPACK: An empirical study on teachers’ professional knowledge to ethically integrate artificial intelligence (AI)-based tools into education,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2022.107468,194,12,"PSYCHOLOGY, EXPERIMENTAL",2023,97,TRUE,TRUE,TRUE
1557-1874,10.1007/s11469-020-00443-5,Satici; Kayis; Satici; Griffiths; Can,2023,"Resilience, Hope, and Subjective Happiness Among the Turkish Population: Fear of COVID-19 as a Mediator",International Journal of Mental Health and Addiction,https://doi.org/10.1007/s11469-020-00443-5,68,131,"PSYCHOLOGY, CLINICAL",2023,34,TRUE,TRUE,TRUE
1939-2117,10.1037/ccp0000396,Craske; Meuret; Ritz; Treanor; Dour; Rosenfield,2019,Positive affect treatment for depression and anxiety: A randomized clinical trial for a core feature of anhedonia.,Journal of Consulting and Clinical Psychology,https://doi.org/10.1037/ccp0000396,274,58,"PSYCHOLOGY, CLINICAL",2019,45.67,TRUE,TRUE,TRUE
0047-2891,10.1007/s10964-019-01072-5,Gubbels; van der Put; Assink,2019,Risk Factors for School Absenteeism and Dropout: A Meta-Analytic Review,Journal of Youth and Adolescence,https://doi.org/10.1007/s10964-019-01072-5,293,89,"PSYCHOLOGY, DEVELOPMENTAL",2019,48.83,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-023-01538-4,Robertson; Pröllochs; Schwarzenegger; Pärnamets; Van Bavel; Feuerriegel,2023,Negativity drives online news consumption,Nature Human Behaviour,https://doi.org/10.1038/s41562-023-01538-4,100,1,"PSYCHOLOGY, EXPERIMENTAL",2023,50,TRUE,TRUE,TRUE
1554-3528,10.3758/s13428-014-0532-5,Ma; Correll; Wittenbrink,2015,The Chicago face database: A free stimulus set of faces and norming data,Behavior Research Methods,https://doi.org/10.3758/s13428-014-0532-5,1029,55,"PSYCHOLOGY, EXPERIMENTAL",2015,102.9,TRUE,TRUE,TRUE
1939-2176,10.1037/edu0000473,Makransky; Andreasen; Baceviciute; Mayer,2021,Immersive virtual reality increases liking but not learning with a science simulation and generative learning strategies promote learning in immersive virtual reality.,Journal of Educational Psychology,https://doi.org/10.1037/edu0000473,165,28,"PSYCHOLOGY, EDUCATIONAL",2021,41.25,TRUE,TRUE,TRUE
1532-5024,10.1080/15325024.2020.1763556,Boyraz; Legros,2020,Coronavirus Disease (COVID-19) and Traumatic Stress: Probable Risk Factors and Correlates of Posttraumatic Stress Disorder,Journal of Loss and Trauma,https://doi.org/10.1080/15325024.2020.1763556,155,248,"PSYCHOLOGY, SOCIAL",2020,31,TRUE,TRUE,TRUE
0191-3085,10.1016/j.riob.2016.10.001,Amabile; Pratt,2016,"The dynamic componential model of creativity and innovation in organizations: Making progress, making meaning",Research in Organizational Behavior,https://doi.org/10.1016/j.riob.2016.10.001,838,159,"PSYCHOLOGY, APPLIED",2016,93.11,TRUE,TRUE,TRUE
1557-1874,10.1007/s11469-020-00307-y,Bhuiyan; Sakib; Pakpour; Griffiths; Mamun,2021,COVID-19-Related Suicides in Bangladesh Due to Lockdown and Economic Factors: Case Study Evidence from Media Reports,International Journal of Mental Health and Addiction,https://doi.org/10.1007/s11469-020-00307-y,199,131,"PSYCHOLOGY, CLINICAL",2021,49.75,TRUE,TRUE,TRUE
1369-8478,10.1016/j.trf.2017.07.007,Madigan; Louw; Wilbrink; Schieben; Merat,2017,What influences the decision to use automated public transport? Using UTAUT to understand public acceptance of automated road transport systems,Transportation Research Part F: Traffic Psychology and Behaviour,https://doi.org/10.1016/j.trf.2017.07.007,348,107,"PSYCHOLOGY, APPLIED",2017,43.5,TRUE,TRUE,TRUE
1939-1463,10.1037/met0000300,Rodgers; Pustejovsky,2021,Evaluating meta-analytic methods to detect selective reporting in the presence of dependent effect sizes.,Psychological Methods,https://doi.org/10.1037/met0000300,184,17,"PSYCHOLOGY, MULTIDISCIPLINARY",2021,46,TRUE,TRUE,TRUE
1359-1789,10.1016/j.avb.2018.02.009,Kowalski; Limber; McCord,2019,A developmental approach to cyberbullying: Prevalence and protective factors,Aggression and Violent Behavior,https://doi.org/10.1016/j.avb.2018.02.009,297,119,"PSYCHOLOGY, MULTIDISCIPLINARY",2019,49.5,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2020.590271,Contreras; Baykal; Abid,2020,E-Leadership and Teleworking in Times of COVID-19 and Beyond: What We Know and Where Do We Go,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2020.590271,238,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,47.6,TRUE,TRUE,TRUE
1939-0599,10.1037/dev0000140,Imuta; Henry; Slaughter; Selcuk; Ruffman,2016,Theory of mind and prosocial behavior in childhood: A meta-analytic review.,Developmental Psychology,https://doi.org/10.1037/dev0000140,285,148,"PSYCHOLOGY, DEVELOPMENTAL",2016,31.67,TRUE,TRUE,TRUE
0191-8869,10.1016/j.paid.2014.12.044,Kiken; Garland; Bluth; Palsson; Gaylord,2015,From a state to a trait: Trajectories of state mindfulness in meditation during intervention predict changes in trait mindfulness,Personality and Individual Differences,https://doi.org/10.1016/j.paid.2014.12.044,431,105,"PSYCHOLOGY, SOCIAL",2015,43.1,TRUE,TRUE,TRUE
1939-1315,10.1037/pspp0000020,Park; Schwartz; Eichstaedt; Kern; Kosinski; Stillwell; Ungar; Seligman,2015,Automatic personality assessment through social media language.,Journal of Personality and Social Psychology,https://doi.org/10.1037/pspp0000020,439,20,"PSYCHOLOGY, SOCIAL",2015,43.9,TRUE,TRUE,TRUE
0146-7239,10.1007/s11031-018-9683-5,Milyavskaya; Saffran; Hope; Koestner,2018,"Fear of missing out: prevalence, dynamics, and consequences of experiencing FOMO",Motivation and Emotion,https://doi.org/10.1007/s11031-018-9683-5,223,463,"PSYCHOLOGY, EXPERIMENTAL",2018,31.86,TRUE,TRUE,TRUE
1939-1463,10.1037/met0000030,Wang; Maxwell,2015,On disaggregating between-person and within-person effects with longitudinal data using multilevel models.,Psychological Methods,https://doi.org/10.1037/met0000030,373,17,"PSYCHOLOGY, MULTIDISCIPLINARY",2015,37.3,TRUE,TRUE,TRUE
1555-2101,10.4088/jcp.20f13681,Andrade,2020,"Mean Difference, Standardized Mean Difference (SMD), and Their Use in Meta-Analysis",The Journal of Clinical Psychiatry,https://doi.org/10.4088/jcp.20f13681,342,59,"PSYCHOLOGY, CLINICAL",2020,68.4,TRUE,TRUE,TRUE
1939-2168,10.1037/cou0000107,Davis; Choe; Meyers; Wade; Varjas; Gifford; Quinn; Hook; Van Tongeren; Griffin; Worthington,2016,Thankful for the little things: A meta-analysis of gratitude interventions.,Journal of Counseling Psychology,https://doi.org/10.1037/cou0000107,286,87,"PSYCHOLOGY, APPLIED",2016,31.78,TRUE,TRUE,TRUE
0890-2070,10.1002/per.2281,Aschwanden; Strickhouser; Sesker; Lee; Luchetti; Stephan; Sutin; Terracciano,2021,Psychological and behavioural responses to Coronavirus disease 2019: The role of personality,European Journal of Personality,https://doi.org/10.1002/per.2281,163,96,"PSYCHOLOGY, SOCIAL",2021,40.75,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2015.11.033,Al-Emran; Elsherif; Shaalan,2016,Investigating attitudes towards the use of mobile learning in higher education,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2015.11.033,290,12,"PSYCHOLOGY, EXPERIMENTAL",2016,32.22,TRUE,TRUE,TRUE
1041-6102,10.1017/s1041610218002120,Lee; Depp; Palmer; Glorioso; Daly; Liu; Tu; Kim; Tarr; Yamada; Jeste,2019,High prevalence and adverse health effects of loneliness in community-dwelling adults across the lifespan: role of wisdom as a protective factor,International Psychogeriatrics,https://doi.org/10.1017/s1041610218002120,199,57,PSYCHOLOGY,2019,33.17,TRUE,TRUE,TRUE
1939-148X,10.1037/ser0000130,Xiao; Carney; Youn; Janis; Castonguay; Hayes; Locke,2017,Are we in crisis? National mental health and treatment trends in college counseling centers.,Psychological Services,https://doi.org/10.1037/ser0000130,308,422,"PSYCHOLOGY, CLINICAL",2017,38.5,TRUE,TRUE,TRUE
0146-1672,10.1177/01461672211060965,Liekefett; Christ; Becker,2023,"Can Conspiracy Beliefs Be Beneficial? Longitudinal Linkages Between Conspiracy Beliefs, Anxiety, Uncertainty Aversion, and Existential Threat",Personality and Social Psychology Bulletin,https://doi.org/10.1177/01461672211060965,62,120,"PSYCHOLOGY, SOCIAL",2023,31,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-021-01143-3,Bryan; Tipton; Yeager,2021,Behavioural science is unlikely to change the world without a heterogeneity revolution,Nature Human Behaviour,https://doi.org/10.1038/s41562-021-01143-3,257,1,"PSYCHOLOGY, EXPERIMENTAL",2021,64.25,TRUE,TRUE,TRUE
0018-716X,10.1159/000445817,McLean; Syed,2015,"Personal, Master, and Alternative Narratives: An Integrative Framework for Understanding Identity Development in Context",Human Development,https://doi.org/10.1159/000445817,313,60,"PSYCHOLOGY, DEVELOPMENTAL",2015,31.3,TRUE,TRUE,TRUE
1478-0887,10.1080/14780887.2020.1854404,Nizza; Farr; Smith,2021,Achieving excellence in interpretative phenomenological analysis (IPA): Four markers of high quality,Qualitative Research in Psychology,https://doi.org/10.1080/14780887.2020.1854404,133,53,"PSYCHOLOGY, MULTIDISCIPLINARY",2021,33.25,TRUE,TRUE,TRUE
1054-139X,10.1016/j.jadohealth.2019.04.033,Duffy; Twenge; Joiner,2019,"Trends in Mood and Anxiety Symptoms and Suicide-Related Outcomes Among U.S. Undergraduates, 2007–2018: Evidence From Two National Surveys",Journal of Adolescent Health,https://doi.org/10.1016/j.jadohealth.2019.04.033,355,30,"PSYCHOLOGY, DEVELOPMENTAL",2019,59.17,TRUE,TRUE,TRUE
0829-5735,10.1177/08295735211055355,Guay,2022,"Applying Self-Determination Theory to Education: Regulations Types, Psychological Needs, and Autonomy Supporting Behaviors",Canadian Journal of School Psychology,https://doi.org/10.1177/08295735211055355,115,129,"PSYCHOLOGY, EDUCATIONAL",2022,38.33,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-024-01881-0,Kozyreva; Lorenz-Spreen; Herzog; Ecker; Lewandowsky; Hertwig; Ali; Bak-Coleman; Barzilai; Basol; Berinsky; Betsch; Cook; Fazio; Geers; Guess; Huang; Larreguy; Maertens; Panizza; Pennycook; Rand; Rathje; Reifler; Schmid; Smith; Swire-Thompson; Szewach; van der Linden; Wineburg,2024,Toolbox of individual-level interventions against online misinformation,Nature Human Behaviour,https://doi.org/10.1038/s41562-024-01881-0,30,1,"PSYCHOLOGY, EXPERIMENTAL",2024,30,TRUE,TRUE,TRUE
0001-8791,10.1016/j.jvb.2020.103377,Harari; Parola; Hartwell; Riegelman,2020,"Literature searches in systematic reviews and meta-analyses: A review, evaluation, and recommendations",Journal of Vocational Behavior,https://doi.org/10.1016/j.jvb.2020.103377,150,35,"PSYCHOLOGY, APPLIED",2020,30,TRUE,TRUE,TRUE
1939-134X,10.1037/pas0000254,Bovin; Marx; Weathers; Gallagher; Rodriguez; Schnurr; Keane,2016,Psychometric properties of the PTSD Checklist for Diagnostic and Statistical Manual of Mental Disorders–Fifth Edition (PCL-5) in veterans.,Psychological Assessment,https://doi.org/10.1037/pas0000254,1687,123,"PSYCHOLOGY, CLINICAL",2016,187.44,TRUE,TRUE,TRUE
1073-1911,10.1177/10731911221077227,Mund; Maes; Drewke; Gutzeit; Jaki; Qualter,2023,Would the Real Loneliness Please Stand Up? The Validity of Loneliness Scores and the Reliability of Single-Item Scores,Assessment,https://doi.org/10.1177/10731911221077227,64,106,"PSYCHOLOGY, CLINICAL",2023,32,TRUE,TRUE,TRUE
0031-9384,10.1016/j.physbeh.2017.08.016,Mauvais-Jarvis,2018,Gender differences in glucose homeostasis and diabetes,Physiology &amp; Behavior,https://doi.org/10.1016/j.physbeh.2017.08.016,244,272,"PSYCHOLOGY, BIOLOGICAL",2018,34.86,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2020.588604,Ingram; Maciejewski; Hand,2020,"Changes in Diet, Sleep, and Physical Activity Are Associated With Differences in Negative Mood During COVID-19 Lockdown",Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2020.588604,193,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,38.6,TRUE,TRUE,TRUE
0145-2134,10.1016/j.chiabu.2017.03.016,Merrick; Ports; Ford; Afifi; Gershoff; Grogan-Kaylor,2017,Unpacking the impact of adverse childhood experiences on adult mental health,Child Abuse &amp; Neglect,https://doi.org/10.1016/j.chiabu.2017.03.016,522,110,"PSYCHOLOGY, SOCIAL",2017,65.25,TRUE,TRUE,TRUE
0191-8869,10.1016/j.paid.2014.11.039,Hu; Zhang; Wang,2015,A meta-analysis of the trait resilience and mental health,Personality and Individual Differences,https://doi.org/10.1016/j.paid.2014.11.039,691,105,"PSYCHOLOGY, SOCIAL",2015,69.1,TRUE,TRUE,TRUE
1362-3613,10.1177/1362361316671012,Lai; Lombardo; Ruigrok; Chakrabarti; Auyeung; Szatmari; Happé; Baron-Cohen; NA,2017,Quantifying and exploring camouflaging in men and women with autism,Autism,https://doi.org/10.1177/1362361316671012,441,37,"PSYCHOLOGY, DEVELOPMENTAL",2017,55.13,TRUE,TRUE,TRUE
0014-7370,10.1111/famp.12588,Walsh,2020,"Loss and Resilience in the Time of COVID‐19: Meaning Making, Hope, and Transcendence",Family Process,https://doi.org/10.1111/famp.12588,305,226,"PSYCHOLOGY, CLINICAL",2020,61,TRUE,TRUE,TRUE
1936-2293,10.1037/pha0000235,Strickland; Stoops,2019,The use of crowdsourcing in addiction science research: Amazon Mechanical Turk.,Experimental and Clinical Psychopharmacology,https://doi.org/10.1037/pha0000235,185,274,"PSYCHOLOGY, BIOLOGICAL",2019,30.83,TRUE,TRUE,TRUE
0033-3190,10.1159/000507376,Wright; Caudill,2020,Remote Treatment Delivery in Response to the COVID-19 Pandemic,Psychotherapy and Psychosomatics,https://doi.org/10.1159/000507376,176,2,PSYCHOLOGY,2020,35.2,TRUE,TRUE,TRUE
0898-929X,10.1162/jocn_a_01591,Bergmann; Hartwigsen,2021,Inferring Causality from Noninvasive Brain Stimulation in Cognitive Neuroscience,Journal of Cognitive Neuroscience,https://doi.org/10.1162/jocn_a_01591,157,154,"PSYCHOLOGY, EXPERIMENTAL",2021,39.25,TRUE,TRUE,TRUE
0001-8791,10.1016/j.jvb.2020.103440,Restubog; Ocampo; Wang,2020,Taking control amidst the chaos: Emotion regulation during the COVID-19 pandemic,Journal of Vocational Behavior,https://doi.org/10.1016/j.jvb.2020.103440,258,35,"PSYCHOLOGY, APPLIED",2020,51.6,TRUE,TRUE,TRUE
0005-7967,10.1016/j.brat.2017.05.013,Field; Wilcox,2017,Robust statistical methods: A primer for clinical psychology and experimental psychopathology researchers,Behaviour Research and Therapy,https://doi.org/10.1016/j.brat.2017.05.013,268,64,"PSYCHOLOGY, CLINICAL",2017,33.5,TRUE,TRUE,TRUE
0042-6989,10.1016/j.visres.2017.04.003,Lechner; O'Leary; Stitt,2017,The pathology associated with diabetic retinopathy,Vision Research,https://doi.org/10.1016/j.visres.2017.04.003,359,510,PSYCHOLOGY,2017,44.88,TRUE,TRUE,TRUE
2578-1863,10.1002/hbe2.115,Yang; Varol; Davis; Ferrara; Flammini; Menczer,2019,Arming the public with artificial intelligence to counter social bots,Human Behavior and Emerging Technologies,https://doi.org/10.1002/hbe2.115,260,61,"PSYCHOLOGY, MULTIDISCIPLINARY",2019,43.33,TRUE,TRUE,TRUE
0149-2063,10.1177/0149206320986617,Thomas; Ritala,2022,Ecosystem Legitimacy Emergence: A Collective Action View,Journal of Management,https://doi.org/10.1177/0149206320986617,107,9,"PSYCHOLOGY, APPLIED",2022,35.67,TRUE,TRUE,TRUE
0956-7976,10.1177/0956797620916786,Elliott; Knodt; Ireland; Morris; Poulton; Ramrakha; Sison; Moffitt; Caspi; Hariri,2020,What Is the Test-Retest Reliability of Common Task-Functional MRI Measures? New Empirical Evidence and a Meta-Analysis,Psychological Science,https://doi.org/10.1177/0956797620916786,486,44,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,97.2,TRUE,TRUE,TRUE
2451-9588,10.1016/j.chbr.2020.100014,Schepman; Rodway,2020,Initial validation of the general attitudes towards Artificial Intelligence Scale,Computers in Human Behavior Reports,https://doi.org/10.1016/j.chbr.2020.100014,180,42,"PSYCHOLOGY, EXPERIMENTAL",2020,36,TRUE,TRUE,TRUE
0890-8567,10.1016/j.jaac.2020.12.027,Penner; Hernandez Ortiz; Sharp,2021,Change in Youth Mental Health During the COVID-19 Pandemic in a Majority Hispanic/Latinx US Sample,Journal of the American Academy of Child &amp; Adolescent Psychiatry,https://doi.org/10.1016/j.jaac.2020.12.027,141,10,"PSYCHOLOGY, DEVELOPMENTAL",2021,35.25,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2020.106553,Köbis; Mossink,2021,Artificial intelligence versus Maya Angelou: Experimental evidence that people cannot differentiate AI-generated from human-written poetry,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2020.106553,162,12,"PSYCHOLOGY, EXPERIMENTAL",2021,40.5,TRUE,TRUE,TRUE
1948-5506,10.1177/1948550619875149,Chmielewski; Kucker,2020,An MTurk Crisis? Shifts in Data Quality and the Impact on Study Results,Social Psychological and Personality Science,https://doi.org/10.1177/1948550619875149,696,62,"PSYCHOLOGY, SOCIAL",2020,139.2,TRUE,TRUE,TRUE
2152-2715,10.1089/cyber.2020.29188.bkw,Wiederhold,2020,Connecting Through Technology During the Coronavirus Disease 2019 Pandemic: Avoiding “Zoom Fatigue”,"Cyberpsychology, Behavior, and Social Networking",https://doi.org/10.1089/cyber.2020.29188.bkw,311,65,"PSYCHOLOGY, SOCIAL",2020,62.2,TRUE,TRUE,TRUE
0956-7976,10.1177/0956797617741719,Stoet; Geary,2018,"The Gender-Equality Paradox in Science, Technology, Engineering, and Mathematics Education",Psychological Science,https://doi.org/10.1177/0956797617741719,567,44,"PSYCHOLOGY, MULTIDISCIPLINARY",2018,81,TRUE,TRUE,TRUE
0162-3257,10.1007/s10803-020-04425-3,Bury; Jellett; Spoor; Hedley,2023,“It Defines Who I Am” or “It’s Something I Have”: What Language Do [Autistic] Australian Adults [on the Autism Spectrum] Prefer?,Journal of Autism and Developmental Disorders,https://doi.org/10.1007/s10803-020-04425-3,257,152,"PSYCHOLOGY, DEVELOPMENTAL",2023,128.5,TRUE,TRUE,TRUE
1939-2117,10.1037/ccp0000447,Magill; Ray; Kiluk; Hoadley; Bernstein; Tonigan; Carroll,2019,A meta-analysis of cognitive-behavioral therapy for alcohol or other drug use disorders: Treatment efficacy by contrast condition.,Journal of Consulting and Clinical Psychology,https://doi.org/10.1037/ccp0000447,180,58,"PSYCHOLOGY, CLINICAL",2019,30,TRUE,TRUE,TRUE
0954-5794,10.1017/s0954579416000638,Aldao; Gee; De Los Reyes; Seager,2016,Emotion regulation as a transdiagnostic factor in the development of internalizing and externalizing psychopathology: Current and future directions,Development and Psychopathology,https://doi.org/10.1017/s0954579416000638,375,144,"PSYCHOLOGY, DEVELOPMENTAL",2016,41.67,TRUE,TRUE,TRUE
0742-6046,10.1002/mar.21480,Borau; Otterbring; Laporte; Fosso Wamba,2021,The most human bot: Female gendering increases humanness perceptions of bots and acceptance of AI,Psychology &amp; Marketing,https://doi.org/10.1002/mar.21480,148,14,"PSYCHOLOGY, APPLIED",2021,37,TRUE,TRUE,TRUE
1079-5014,10.1093/geronb/gby065,Lakens; McLatchie; Isager; Scheel; Dienes,2020,Improving Inferences About Null Effects With Bayes Factors and Equivalence Tests,The Journals of Gerontology: Series B,https://doi.org/10.1093/geronb/gby065,180,46,PSYCHOLOGY,2020,36,TRUE,TRUE,TRUE
2474-7394,10.1525/collabra.115,Diener; Lucas; Oishi,2018,Advances and Open Questions in the Science of Subjective Well-Being,Collabra: Psychology,https://doi.org/10.1525/collabra.115,466,146,"PSYCHOLOGY, MULTIDISCIPLINARY",2018,66.57,TRUE,TRUE,TRUE
1359-1789,10.1016/j.avb.2018.07.002,Gaffney; Farrington; Espelage; Ttofi,2019,Are cyberbullying intervention and prevention programs effective? A systematic and meta-analytical review,Aggression and Violent Behavior,https://doi.org/10.1016/j.avb.2018.07.002,252,119,"PSYCHOLOGY, MULTIDISCIPLINARY",2019,42,TRUE,TRUE,TRUE
1046-1310,10.1007/s12144-022-04223-3,Wang,2024,Probing into the boredom of online instruction among Chinese English language teachers during the Covid-19 pandemic,Current Psychology,https://doi.org/10.1007/s12144-022-04223-3,52,250,"PSYCHOLOGY, MULTIDISCIPLINARY",2024,52,TRUE,TRUE,TRUE
2329-0390,10.1037/sgd0000265,McConnell; Janulis; Phillips; Truong; Birkett,2018,Multiple minority stress and LGBT community resilience among sexual minority men.,Psychology of Sexual Orientation and Gender Diversity,https://doi.org/10.1037/sgd0000265,275,98,PSYCHOLOGY,2018,39.29,TRUE,TRUE,TRUE
