ISSN,journal,DOI,year,citations,impact_factor_rank,category
1528-3542,Emotion,10.1037/emo0000945.supp,2022,0,112,"PSYCHOLOGY, EXPERIMENTAL"
0278-6133,Health Psychology,10.1037/hea0001039.supp,2021,0,150,PSYCHOLOGY
2326-4519,Spirituality in Clinical Practice,10.1037/scp0000243,2022,1,533,"PSYCHOLOGY, CLINICAL"
1381-1118,Archives of Suicide Research,10.1080/13811118.2020.1864536,2022,7,259,"PSYCHOLOGY, MULTIDISCIPLINARY"
2044-5911,Journal of Cognitive Psychology,10.1080/20445911.2020.1862129,2021,5,584,"PSYCHOLOGY, EXPERIMENTAL"
1873-5843,Archives of Clinical Neuropsychology,10.1093/arclin/acaa130,2021,10,340,PSYCHOLOGY
0007-0998,British Journal of Educational Psychology,10.1111/bjep.12402,2021,26,145,"PSYCHOLOGY, EDUCATIONAL"
0021-9630,Journal of Child Psychology and Psychiatry,10.1111/jcpp.13369,2021,7,19,PSYCHOLOGY
0162-895X,Political Psychology,10.1111/pops.12717,2021,12,69,"PSYCHOLOGY, SOCIAL"
0093-8548,Criminal Justice and Behavior,10.1177/0093854820986315,2021,0,338,"PSYCHOLOGY, CLINICAL"
0253-7176,Indian Journal of Psychological Medicine,10.1177/0253717620975295,2022,1,428,PSYCHOLOGY
0253-7176,Indian Journal of Psychological Medicine,10.1177/0253717620979475,2021,2,428,PSYCHOLOGY
0261-927X,Journal of Language and Social Psychology,10.1177/0261927x20967394,2021,55,405,"PSYCHOLOGY, SOCIAL"
0886-2605,Journal of Interpersonal Violence,10.1177/0886260520981131,2022,5,227,"PSYCHOLOGY, APPLIED"
1550-0594,Clinical EEG and Neuroscience,10.1177/1550059420982419,2021,10,499,PSYCHOLOGY
1550-0594,Clinical EEG and Neuroscience,10.1177/1550059420983998,2021,0,499,PSYCHOLOGY
2221-1527,Social Psychology and Society,10.17759/sps.2020110402,2020,9,734,"PSYCHOLOGY, APPLIED"
2221-1527,Social Psychology and Society,10.17759/sps.2020110407,2020,17,734,"PSYCHOLOGY, APPLIED"
2221-1527,Social Psychology and Society,10.17759/sps.2020110411,2020,5,734,"PSYCHOLOGY, APPLIED"
0889-8391,Journal of Cognitive Psychotherapy,10.1891/jcpsy-d-20-00014,2020,3,714,"PSYCHOLOGY, CLINICAL"
0889-8391,Journal of Cognitive Psychotherapy,10.1891/jcpsy-d-20-00019,2020,1,714,"PSYCHOLOGY, CLINICAL"
1179-1578,Psychology Research and Behavior Management,10.2147/prbm.s280360,2020,6,194,"PSYCHOLOGY, CLINICAL"
1729-4827,Liberabit: Revista Peruana de Psicología,10.24265/liberabit.2020.v26n2.08,2020,7,721,"PSYCHOLOGY, MULTIDISCIPLINARY"
0888-4080,Applied Cognitive Psychology,10.1002/acp.3785,2021,6,351,"PSYCHOLOGY, EXPERIMENTAL"
2578-1863,Human Behavior and Emerging Technologies,10.1002/hbe2.242,2021,286,61,"PSYCHOLOGY, MULTIDISCIPLINARY"
2578-1863,Human Behavior and Emerging Technologies,10.1002/hbe2.244,2021,0,61,"PSYCHOLOGY, MULTIDISCIPLINARY"
0021-8855,Journal of Applied Behavior Analysis,10.1002/jaba.803,2021,50,184,"PSYCHOLOGY, CLINICAL"
1057-7408,Journal of Consumer Psychology,10.1002/jcpy.1215,2021,18,73,"PSYCHOLOGY, APPLIED"
0894-9867,Journal of Traumatic Stress,10.1002/jts.22644,2021,13,278,"PSYCHOLOGY, CLINICAL"
0740-5472,Journal of Substance Abuse Treatment,10.1016/j.jsat.2020.108269,2021,2,92,"PSYCHOLOGY, CLINICAL"
0740-5472,Journal of Substance Abuse Treatment,10.1016/j.jsat.2020.108270,2021,25,92,"PSYCHOLOGY, CLINICAL"
0028-3932,Neuropsychologia,10.1016/j.neuropsychologia.2020.107734,2021,2,410,"PSYCHOLOGY, EXPERIMENTAL"
0028-3932,Neuropsychologia,10.1016/j.neuropsychologia.2020.107738,2021,3,410,"PSYCHOLOGY, EXPERIMENTAL"
1074-7427,Neurobiology of Learning and Memory,10.1016/j.nlm.2020.107369,2021,10,317,PSYCHOLOGY
0749-5978,Organizational Behavior and Human Decision Processes,10.1016/j.obhdp.2020.12.001,2021,1,114,"PSYCHOLOGY, APPLIED"
1369-8478,Transportation Research Part F: Traffic Psychology and Behaviour,10.1016/j.trf.2020.11.013,2021,9,107,"PSYCHOLOGY, APPLIED"
0893-164X,Psychology of Addictive Behaviors,10.1037/adb0000599.supp,2022,0,139,"PSYCHOLOGY, MULTIDISCIPLINARY"
1939-2117,Journal of Consulting and Clinical Psychology,10.1037/ccp0000536,2020,11,58,"PSYCHOLOGY, CLINICAL"
1939-2117,Journal of Consulting and Clinical Psychology,10.1037/ccp0000613,2020,21,58,"PSYCHOLOGY, CLINICAL"
1939-2117,Journal of Consulting and Clinical Psychology,10.1037/ccp0000615,2020,15,58,"PSYCHOLOGY, CLINICAL"
1938-8934,Journal of Diversity in Higher Education,10.1037/dhe0000299,2022,5,247,"PSYCHOLOGY, EDUCATIONAL"
1939-2176,Journal of Educational Psychology,10.1037/edu0000651,2021,10,28,"PSYCHOLOGY, EDUCATIONAL"
1528-3542,Emotion,10.1037/emo0000863.supp,2022,0,112,"PSYCHOLOGY, EXPERIMENTAL"
1931-1516,Emotion,10.1037/emo0000902,2022,11,112,"PSYCHOLOGY, EXPERIMENTAL"
1528-3542,Emotion,10.1037/emo0000928.supp,2021,0,112,"PSYCHOLOGY, EXPERIMENTAL"
1931-1516,Emotion,10.1037/emo0000934,2022,12,112,"PSYCHOLOGY, EXPERIMENTAL"
1930-7810,Health Psychology,10.1037/hea0001040,2021,5,150,PSYCHOLOGY
0090-5550,Rehabilitation Psychology,10.1037/rep0000373.supp,2021,0,419,"PSYCHOLOGY, CLINICAL"
0090-5550,Rehabilitation Psychology,10.1037/rep0000374.supp,2021,0,419,"PSYCHOLOGY, CLINICAL"
0014-0139,Ergonomics,10.1080/00140139.2020.1870162,2021,165,362,PSYCHOLOGY
0020-7411,International Journal of Mental Health,10.1080/00207411.2020.1863743,2021,6,545,"PSYCHOLOGY, CLINICAL"
0266-7363,Educational Psychology in Practice,10.1080/02667363.2020.1860909,2021,1,632,"PSYCHOLOGY, EDUCATIONAL"
1532-5024,Journal of Loss and Trauma,10.1080/15325024.2020.1866313,2021,0,248,"PSYCHOLOGY, SOCIAL"
1901-2276,Nordic Psychology,10.1080/19012276.2020.1862698,2022,2,709,"PSYCHOLOGY, MULTIDISCIPLINARY"
2152-2715,"Cyberpsychology, Behavior, and Social Networking",10.1089/cyber.2020.29203.editorial,2021,5,65,"PSYCHOLOGY, SOCIAL"
0196-206X,Journal of Developmental &amp; Behavioral Pediatrics,10.1097/dbp.0000000000000895,2021,4,438,"PSYCHOLOGY, DEVELOPMENTAL"
0196-206X,Journal of Developmental &amp; Behavioral Pediatrics,10.1097/dbp.0000000000000901,2021,2,438,"PSYCHOLOGY, DEVELOPMENTAL"
0163-4445,Journal of Family Therapy,10.1111/1467-6427.12325,2021,0,600,"PSYCHOLOGY, CLINICAL"
0961-205X,Social Development,10.1111/sode.12504,2021,1,491,"PSYCHOLOGY, DEVELOPMENTAL"
0002-7642,American Behavioral Scientist,10.1177/0002764220981121,2021,2,300,"PSYCHOLOGY, CLINICAL"
0886-2605,Journal of Interpersonal Violence,10.1177/0886260520983267,2022,2,227,"PSYCHOLOGY, APPLIED"
2221-1527,Social Psychology and Society,10.17759/sps.2020110404,2020,1,734,"PSYCHOLOGY, APPLIED"
2221-1527,Social Psychology and Society,10.17759/sps.2020110408,2020,2,734,"PSYCHOLOGY, APPLIED"
2221-1527,Social Psychology and Society,10.17759/sps.2020110412,2020,7,734,"PSYCHOLOGY, APPLIED"
0889-8391,Journal of Cognitive Psychotherapy,10.1891/jcpsy-d-20-00001,2020,14,714,"PSYCHOLOGY, CLINICAL"
0889-8391,Journal of Cognitive Psychotherapy,10.1891/jcpsy-d-20-00017,2020,1,714,"PSYCHOLOGY, CLINICAL"
2254-9625,"European Journal of Investigation in Health, Psychology and Education",10.3390/ejihpe11010001,2020,7,170,"PSYCHOLOGY, CLINICAL"
1063-3995,Clinical Psychology &amp; Psychotherapy,10.1002/cpp.2543,2021,6,142,"PSYCHOLOGY, CLINICAL"
2578-1863,Human Behavior and Emerging Technologies,10.1002/hbe2.241,2021,7,61,"PSYCHOLOGY, MULTIDISCIPLINARY"
1044-8004,Human Resource Development Quarterly,10.1002/hrdq.21420,2021,18,74,"PSYCHOLOGY, APPLIED"
0010-0277,Cognition,10.1016/j.cognition.2020.104530,2021,20,195,"PSYCHOLOGY, EXPERIMENTAL"
0191-491X,Studies in Educational Evaluation,10.1016/j.stueduc.2020.100966,2021,26,224,"PSYCHOLOGY, EDUCATIONAL"
1352-4658,Behavioural and Cognitive Psychotherapy,10.1017/s1352465820000958,2021,5,414,"PSYCHOLOGY, CLINICAL"
0012-1649,Developmental Psychology,10.1037/dev0001138.supp,2021,0,148,"PSYCHOLOGY, DEVELOPMENTAL"
0012-1649,Developmental Psychology,10.1037/dev0001143.supp,2021,0,148,"PSYCHOLOGY, DEVELOPMENTAL"
1528-3542,Emotion,10.1037/emo0000924.supp,2022,0,112,"PSYCHOLOGY, EXPERIMENTAL"
1528-3542,Emotion,10.1037/emo0000952.supp,2022,0,112,"PSYCHOLOGY, EXPERIMENTAL"
1385-4046,The Clinical Neuropsychologist,10.1080/13854046.2020.1865461,2022,2,165,PSYCHOLOGY
1385-4046,The Clinical Neuropsychologist,10.1080/13854046.2020.1866676,2022,12,165,PSYCHOLOGY
2044-5911,Journal of Cognitive Psychology,10.1080/20445911.2020.1863414,2022,4,584,"PSYCHOLOGY, EXPERIMENTAL"
0009-3920,Child Development,10.1111/cdev.13503,2021,3,79,"PSYCHOLOGY, DEVELOPMENTAL"
0091-4150,The International Journal of Aging and Human Development,10.1177/0091415020981883,2022,7,573,"PSYCHOLOGY, DEVELOPMENTAL"
2221-1527,Social Psychology and Society,10.17759/sps.2020110403,2020,2,734,"PSYCHOLOGY, APPLIED"
2221-1527,Social Psychology and Society,10.17759/sps.2020110406,2020,0,734,"PSYCHOLOGY, APPLIED"
2221-1527,Social Psychology and Society,10.17759/sps.2020110413,2020,1,734,"PSYCHOLOGY, APPLIED"
1729-4827,Liberabit: Revista Peruana de Psicología,10.24265/liberabit.2020.v26n2.07,2020,1,721,"PSYCHOLOGY, MULTIDISCIPLINARY"
2076-328X,Behavioral Sciences,10.3390/bs11010002,2020,5,251,"PSYCHOLOGY, MULTIDISCIPLINARY"
1091-4269,Depression and Anxiety,10.1002/da.23120,2021,167,50,PSYCHOLOGY
1091-4269,Depression and Anxiety,10.1002/da.23128,2021,20,50,PSYCHOLOGY
0012-1630,Developmental Psychobiology,10.1002/dev.22074,2021,1,425,PSYCHOLOGY
0022-5002,Journal of the Experimental Analysis of Behavior,10.1002/jeab.654,2021,5,532,"PSYCHOLOGY, BIOLOGICAL"
0894-3796,Journal of Organizational Behavior,10.1002/job.2498,2021,4,22,"PSYCHOLOGY, APPLIED"
1476-9263,Psychotherapy and Politics International,10.1002/ppi.1573,2021,2,737,"PSYCHOLOGY, MULTIDISCIPLINARY"
1532-3005,Stress and Health,10.1002/smi.3022,2021,0,153,PSYCHOLOGY
0009-398X,Child Psychiatry &amp; Human Development,10.1007/s10578-020-01112-3,2021,9,293,"PSYCHOLOGY, DEVELOPMENTAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00718-4,2021,1,181,"PSYCHOLOGY, CLINICAL"
1359-1789,Aggression and Violent Behavior,10.1016/j.avb.2020.101545,2021,11,119,"PSYCHOLOGY, MULTIDISCIPLINARY"
0278-2626,Brain and Cognition,10.1016/j.bandc.2020.105672,2021,2,326,"PSYCHOLOGY, EXPERIMENTAL"
0376-6357,Behavioural Processes,10.1016/j.beproc.2020.104295,2021,4,555,"PSYCHOLOGY, BIOLOGICAL"
0747-5632,Computers in Human Behavior,10.1016/j.chb.2020.106676,2021,25,12,"PSYCHOLOGY, EXPERIMENTAL"
1939-2117,Journal of Consulting and Clinical Psychology,10.1037/ccp0000609,2020,11,58,"PSYCHOLOGY, CLINICAL"
1528-3542,Emotion,10.1037/emo0000920.supp,2022,0,112,"PSYCHOLOGY, EXPERIMENTAL"
1931-1516,Emotion,10.1037/emo0000952,2022,10,112,"PSYCHOLOGY, EXPERIMENTAL"
1930-7810,Health Psychology,10.1037/hea0001036,2021,9,150,PSYCHOLOGY
1573-3696,Journal of Psychotherapy Integration,10.1037/int0000250,2021,48,435,"PSYCHOLOGY, CLINICAL"
1082-989X,Psychological Methods,10.1037/met0000380.supp,2022,0,17,"PSYCHOLOGY, MULTIDISCIPLINARY"
2329-0382,Psychology of Sexual Orientation and Gender Diversity,10.1037/sgd0000457.supp,2022,0,98,PSYCHOLOGY
1573-3424,International Journal of Stress Management,10.1037/str0000216,2021,15,399,"PSYCHOLOGY, APPLIED"
0020-7284,International Journal of Group Psychotherapy,10.1080/00207284.2020.1798667,2021,0,631,"PSYCHOLOGY, CLINICAL"
0144-3410,Educational Psychology,10.1080/01443410.2020.1863918,2021,3,95,"PSYCHOLOGY, EDUCATIONAL"
0748-1187,Death Studies,10.1080/07481187.2020.1864683,2022,2,331,"PSYCHOLOGY, MULTIDISCIPLINARY"
0954-0121,AIDS Care,10.1080/09540121.2020.1865518,2021,1,575,"PSYCHOLOGY, MULTIDISCIPLINARY"
1092-6771,"Journal of Aggression, Maltreatment &amp; Trauma",10.1080/10926771.2020.1866137,2021,3,486,"PSYCHOLOGY, CLINICAL"
1359-432X,European Journal of Work and Organizational Psychology,10.1080/1359432x.2020.1860121,2021,21,75,"PSYCHOLOGY, APPLIED"
1461-6734,Attachment &amp; Human Development,10.1080/14616734.2020.1840790,2023,14,127,"PSYCHOLOGY, DEVELOPMENTAL"
1547-5441,Language Learning and Development,10.1080/15475441.2020.1862660,2021,5,504,"PSYCHOLOGY, DEVELOPMENTAL"
1743-9760,The Journal of Positive Psychology,10.1080/17439760.2020.1858336,2022,30,117,"PSYCHOLOGY, MULTIDISCIPLINARY"
0272-4316,The Journal of Early Adolescence,10.1177/0272431620964997,2021,0,409,"PSYCHOLOGY, DEVELOPMENTAL"
2221-1527,Social Psychology and Society,10.17759/sps.2020110405,2020,3,734,"PSYCHOLOGY, APPLIED"
2221-1527,Social Psychology and Society,10.17759/sps.2020110416,2020,0,734,"PSYCHOLOGY, APPLIED"
0889-8391,Journal of Cognitive Psychotherapy,10.1891/jcpsy-d-20-00015,2020,13,714,"PSYCHOLOGY, CLINICAL"
0889-8391,Journal of Cognitive Psychotherapy,10.1891/jcpsy-d-20-00033,2020,0,714,"PSYCHOLOGY, CLINICAL"
2171-2069,Revista Iberoamericana de Psicología y Salud,10.23923/j.rips.2021.01.043,2021,0,281,"PSYCHOLOGY, MULTIDISCIPLINARY"
0090-4392,Journal of Community Psychology,10.1002/jcop.22487,2021,16,356,"PSYCHOLOGY, MULTIDISCIPLINARY"
0033-3085,Psychology in the Schools,10.1002/pits.22468,2021,5,444,"PSYCHOLOGY, EDUCATIONAL"
0033-3085,Psychology in the Schools,10.1002/pits.22473,2022,3,444,"PSYCHOLOGY, EDUCATIONAL"
1057-9249,Psycho-Oncology,10.1002/pon.5621,2021,17,130,PSYCHOLOGY
0003-6870,Applied Ergonomics,10.1016/j.apergo.2020.103342,2021,7,155,"PSYCHOLOGY, APPLIED"
0010-0277,Cognition,10.1016/j.cognition.2020.104533,2021,20,195,"PSYCHOLOGY, EXPERIMENTAL"
0010-0277,Cognition,10.1016/j.cognition.2020.104557,2021,7,195,"PSYCHOLOGY, EXPERIMENTAL"
0010-9452,Cortex,10.1016/j.cortex.2020.12.014,2021,2,125,"PSYCHOLOGY, EXPERIMENTAL"
1471-0153,Eating Behaviors,10.1016/j.eatbeh.2020.101470,2021,2,279,"PSYCHOLOGY, CLINICAL"
1471-0153,Eating Behaviors,10.1016/j.eatbeh.2020.101473,2021,4,279,"PSYCHOLOGY, CLINICAL"
0885-2006,Early Childhood Research Quarterly,10.1016/j.ecresq.2020.09.013,2021,6,132,"PSYCHOLOGY, DEVELOPMENTAL"
0885-2006,Early Childhood Research Quarterly,10.1016/j.ecresq.2020.11.007,2021,9,132,"PSYCHOLOGY, DEVELOPMENTAL"
0167-9457,Human Movement Science,10.1016/j.humov.2020.102750,2021,4,488,PSYCHOLOGY
0163-6383,Infant Behavior and Development,10.1016/j.infbeh.2020.101524,2021,10,426,"PSYCHOLOGY, DEVELOPMENTAL"
0749-596X,Journal of Memory and Language,10.1016/j.jml.2020.104209,2021,5,173,PSYCHOLOGY
0022-2496,Journal of Mathematical Psychology,10.1016/j.jmp.2020.102491,2021,24,321,"PSYCHOLOGY, MATHEMATICAL"
0092-6566,Journal of Research in Personality,10.1016/j.jrp.2020.104061,2021,3,230,"PSYCHOLOGY, SOCIAL"
0740-5472,Journal of Substance Abuse Treatment,10.1016/j.jsat.2020.108261,2021,6,92,"PSYCHOLOGY, CLINICAL"
0090-2616,Organizational Dynamics,10.1016/j.orgdyn.2020.100820,2022,21,158,"PSYCHOLOGY, APPLIED"
0031-9384,Physiology &amp; Behavior,10.1016/j.physbeh.2020.113307,2021,8,272,"PSYCHOLOGY, BIOLOGICAL"
1750-9467,Research in Autism Spectrum Disorders,10.1016/j.rasd.2020.101714,2021,8,311,"PSYCHOLOGY, DEVELOPMENTAL"
1369-8478,Transportation Research Part F: Traffic Psychology and Behaviour,10.1016/j.trf.2020.11.014,2021,25,107,"PSYCHOLOGY, APPLIED"
0031-9384,Physiology &amp; Behavior,10.1016/s0031-9384(20)30615-6,2021,0,272,"PSYCHOLOGY, BIOLOGICAL"
2169-4826,Clinical Practice in Pediatric Psychology,10.1037/cpp0000378.supp,2021,0,580,"PSYCHOLOGY, CLINICAL"
0748-1187,Death Studies,10.1080/07481187.2020.1863521,2022,0,331,"PSYCHOLOGY, MULTIDISCIPLINARY"
0965-8211,Memory,10.1080/09658211.2020.1860227,2021,9,327,"PSYCHOLOGY, EXPERIMENTAL"
1040-9289,Early Education and Development,10.1080/10409289.2020.1857167,2022,7,335,"PSYCHOLOGY, EDUCATIONAL"
1931-7611,International Journal of Sexual Health,10.1080/19317611.2020.1858381,2021,2,319,"PSYCHOLOGY, CLINICAL"
2689-5269,International Journal of Transgender Health,10.1080/26895269.2020.1848693,2021,9,5,"PSYCHOLOGY, CLINICAL"
0144-6657,British Journal of Clinical Psychology,10.1111/bjc.12275,2021,11,88,"PSYCHOLOGY, CLINICAL"
0007-0998,British Journal of Educational Psychology,10.1111/bjep.12401,2021,6,145,"PSYCHOLOGY, EDUCATIONAL"
0091-2131,Ethos,10.1111/etho.12282,2020,2,706,"PSYCHOLOGY, MULTIDISCIPLINARY"
2041-6695,i-Perception,10.1177/2041669520981102,2020,1,283,"PSYCHOLOGY, EXPERIMENTAL"
1729-4827,Liberabit: Revista Peruana de Psicología,10.24265/liberabit.2020.v26n2.01,2020,0,721,"PSYCHOLOGY, MULTIDISCIPLINARY"
1729-4827,Liberabit: Revista Peruana de Psicología,10.24265/liberabit.2020.v26n2.09,2020,15,721,"PSYCHOLOGY, MULTIDISCIPLINARY"
0012-1630,Developmental Psychobiology,10.1002/dev.22075,2021,2,425,PSYCHOLOGY
0012-1630,Developmental Psychobiology,10.1002/dev.22077,2021,6,425,PSYCHOLOGY
0885-6222,Human Psychopharmacology: Clinical and Experimental,10.1002/hup.2774,2021,2,460,PSYCHOLOGY
1057-9249,Psycho-Oncology,10.1002/pon.5618,2021,9,130,PSYCHOLOGY
1057-9249,Psycho-Oncology,10.1002/pon.5620,2021,17,130,PSYCHOLOGY
0340-0727,Psychological Research,10.1007/s00426-020-01451-9,2021,2,324,"PSYCHOLOGY, EXPERIMENTAL"
0306-4603,Addictive Behaviors,10.1016/j.addbeh.2020.106792,2021,2,90,"PSYCHOLOGY, CLINICAL"
0193-3973,Journal of Applied Developmental Psychology,10.1016/j.appdev.2020.101233,2021,6,313,"PSYCHOLOGY, DEVELOPMENTAL"
0361-476X,Contemporary Educational Psychology,10.1016/j.cedpsych.2020.101938,2021,11,76,"PSYCHOLOGY, EDUCATIONAL"
0747-5632,Computers in Human Behavior,10.1016/j.chb.2020.106672,2021,94,12,"PSYCHOLOGY, EXPERIMENTAL"
0145-2134,Child Abuse &amp; Neglect,10.1016/j.chiabu.2020.104893,2021,13,110,"PSYCHOLOGY, SOCIAL"
0010-0277,Cognition,10.1016/j.cognition.2020.104529,2021,8,195,"PSYCHOLOGY, EXPERIMENTAL"
1878-9293,Developmental Cognitive Neuroscience,10.1016/j.dcn.2020.100904,2021,3,56,"PSYCHOLOGY, DEVELOPMENTAL"
1071-5819,International Journal of Human-Computer Studies,10.1016/j.ijhcs.2020.102582,2021,23,33,"PSYCHOLOGY, MULTIDISCIPLINARY"
0147-1767,International Journal of Intercultural Relations,10.1016/j.ijintrel.2020.12.005,2021,0,263,"PSYCHOLOGY, SOCIAL"
0749-596X,Journal of Memory and Language,10.1016/j.jml.2020.104208,2021,12,173,PSYCHOLOGY
0740-5472,Journal of Substance Abuse Treatment,10.1016/j.jsat.2020.108265,2021,6,92,"PSYCHOLOGY, CLINICAL"
0042-6989,Vision Research,10.1016/j.visres.2020.12.003,2021,2,510,PSYCHOLOGY
0167-4870,Journal of Economic Psychology,10.1016/s0167-4870(20)30111-2,2021,0,249,"PSYCHOLOGY, MULTIDISCIPLINARY"
0361-073X,Experimental Aging Research,10.1080/0361073x.2020.1861841,2021,3,544,PSYCHOLOGY
0965-8211,Memory,10.1080/09658211.2020.1862234,2022,5,327,"PSYCHOLOGY, EXPERIMENTAL"
1050-3307,Psychotherapy Research,10.1080/10503307.2020.1862432,2021,4,232,"PSYCHOLOGY, CLINICAL"
1082-6084,Substance Use &amp; Misuse,10.1080/10826084.2020.1861631,2021,8,456,PSYCHOLOGY
1934-9637,Journal of Spirituality in Mental Health,10.1080/19349637.2020.1858734,2022,11,650,"PSYCHOLOGY, APPLIED"
0007-0998,British Journal of Educational Psychology,10.1111/bjep.12404,2021,5,145,"PSYCHOLOGY, EDUCATIONAL"
0091-2131,Ethos,10.1111/etho.12283,2020,2,706,"PSYCHOLOGY, MULTIDISCIPLINARY"
0363-0234,Suicide and Life-Threatening Behavior,10.1111/sltb.12726,2021,3,216,"PSYCHOLOGY, MULTIDISCIPLINARY"
1751-9004,Social and Personality Psychology Compass,10.1111/spc3.12578,2021,0,48,"PSYCHOLOGY, SOCIAL"
1368-4302,Group Processes &amp; Intergroup Relations,10.1177/1368430220975475,2022,5,71,"PSYCHOLOGY, SOCIAL"
1368-4302,Group Processes &amp; Intergroup Relations,10.1177/1368430220975480,2022,6,71,"PSYCHOLOGY, SOCIAL"
2041-6695,i-Perception,10.1177/2041669520980019,2020,3,283,"PSYCHOLOGY, EXPERIMENTAL"
2041-6695,i-Perception,10.1177/2041669520982317,2020,3,283,"PSYCHOLOGY, EXPERIMENTAL"
0140-1971,Journal of Adolescence,10.1016/j.adolescence.2020.12.006,2021,8,167,"PSYCHOLOGY, DEVELOPMENTAL"
1048-9843,The Leadership Quarterly,10.1016/j.leaqua.2020.101491,2021,17,11,"PSYCHOLOGY, APPLIED"
0269-9931,Cognition and Emotion,10.1080/02699931.2020.1862063,2021,14,239,"PSYCHOLOGY, EXPERIMENTAL"
0269-9931,Cognition and Emotion,10.1080/02699931.2020.1862765,2021,9,239,"PSYCHOLOGY, EXPERIMENTAL"
0279-1072,Journal of Psychoactive Drugs,10.1080/02791072.2020.1865591,2021,2,346,"PSYCHOLOGY, CLINICAL"
0009-3920,Child Development,10.1111/cdev.13477,2021,8,79,"PSYCHOLOGY, DEVELOPMENTAL"
0048-5772,Psychophysiology,10.1111/psyp.13739,2021,33,180,PSYCHOLOGY
0361-6843,Psychology of Women Quarterly,10.1177/0361684320984152,2021,0,244,"PSYCHOLOGY, MULTIDISCIPLINARY"
1550-0594,Clinical EEG and Neuroscience,10.1177/1550059420983622,2022,2,499,PSYCHOLOGY
2075-3470,Counseling Psychology and Psychotherapy,10.17759/cpp.2020280404,2020,2,736,"PSYCHOLOGY, CLINICAL"
2075-3470,Counseling Psychology and Psychotherapy,10.17759/cpp.2020280405,2020,2,736,"PSYCHOLOGY, CLINICAL"
2075-3470,Counseling Psychology and Psychotherapy,10.17759/cpp.2020280409,2020,1,736,"PSYCHOLOGY, CLINICAL"
2602-2982,Psikoloji Çalışmaları / Studies in Psychology,10.26650/sp2019-0075,2020,0,795,"PSYCHOLOGY, MULTIDISCIPLINARY"
0306-4603,Addictive Behaviors,10.1016/j.addbeh.2020.106795,2021,11,90,"PSYCHOLOGY, CLINICAL"
1077-7229,Cognitive and Behavioral Practice,10.1016/j.cbpra.2020.11.001,2022,0,185,"PSYCHOLOGY, CLINICAL"
0885-2014,Cognitive Development,10.1016/j.cogdev.2020.100973,2021,12,449,"PSYCHOLOGY, DEVELOPMENTAL"
0010-9452,Cortex,10.1016/j.cortex.2020.12.013,2021,4,125,"PSYCHOLOGY, EXPERIMENTAL"
0191-8869,Personality and Individual Differences,10.1016/j.paid.2020.110606,2021,13,105,"PSYCHOLOGY, SOCIAL"
1750-9467,Research in Autism Spectrum Disorders,10.1016/j.rasd.2020.101718,2021,3,311,"PSYCHOLOGY, DEVELOPMENTAL"
0022-4545,The Journal of Social Psychology,10.1080/00224545.2020.1845594,2021,3,450,"PSYCHOLOGY, SOCIAL"
0279-1072,Journal of Psychoactive Drugs,10.1080/02791072.2020.1861392,2021,5,346,"PSYCHOLOGY, CLINICAL"
1543-4303,Language Assessment Quarterly,10.1080/15434303.2020.1860059,2021,3,523,"PSYCHOLOGY, EDUCATIONAL"
8756-5641,Developmental Neuropsychology,10.1080/87565641.2020.1863407,2021,7,498,PSYCHOLOGY
2378-1815,Journal of the Association for Consumer Research,10.1086/713187,2021,10,402,"PSYCHOLOGY, APPLIED"
0048-5772,Psychophysiology,10.1111/psyp.13755,2021,7,180,PSYCHOLOGY
0048-5772,Psychophysiology,10.1111/psyp.13759,2021,40,180,PSYCHOLOGY
2602-2982,Psikoloji Çalışmaları / Studies in Psychology,10.26650/sp2020-0040,2020,1,795,"PSYCHOLOGY, MULTIDISCIPLINARY"
1532-3005,Stress and Health,10.1002/smi.3020,2021,2,153,PSYCHOLOGY
0306-4603,Addictive Behaviors,10.1016/j.addbeh.2020.106798,2021,9,90,"PSYCHOLOGY, CLINICAL"
0278-2626,Brain and Cognition,10.1016/j.bandc.2020.105661,2021,10,326,"PSYCHOLOGY, EXPERIMENTAL"
0885-2014,Cognitive Development,10.1016/j.cogdev.2020.100995,2021,10,449,"PSYCHOLOGY, DEVELOPMENTAL"
0885-2014,Cognitive Development,10.1016/j.cogdev.2020.100997,2021,7,449,"PSYCHOLOGY, DEVELOPMENTAL"
0010-9452,Cortex,10.1016/j.cortex.2020.12.007,2021,13,125,"PSYCHOLOGY, EXPERIMENTAL"
1878-9293,Developmental Cognitive Neuroscience,10.1016/j.dcn.2020.100888,2021,17,56,"PSYCHOLOGY, DEVELOPMENTAL"
1471-0153,Eating Behaviors,10.1016/j.eatbeh.2020.101471,2021,3,279,"PSYCHOLOGY, CLINICAL"
0031-9384,Physiology &amp; Behavior,10.1016/j.physbeh.2020.113306,2021,4,272,"PSYCHOLOGY, BIOLOGICAL"
0191-491X,Studies in Educational Evaluation,10.1016/j.stueduc.2020.100967,2021,5,224,"PSYCHOLOGY, EDUCATIONAL"
0022-4545,The Journal of Social Psychology,10.1080/00224545.2020.1860882,2021,2,450,"PSYCHOLOGY, SOCIAL"
1079-5014,The Journals of Gerontology: Series B,10.1093/geronb/gbaa229,2021,3,46,PSYCHOLOGY
